"JPN","Japan","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135.65011503544,NA
"JPN","Japan","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,NA
"JPN","Japan","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42820978164673,NA
"JPN","Japan","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"JPN","Japan","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017236903,NA,NA
"JPN","Japan","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127890909090909,NA,NA,NA
"JPN","Japan","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37756633758545,NA
"JPN","Japan","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"JPN","Japan","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13599991798401,NA
"JPN","Japan","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA
"JPN","Japan","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343564,NA
"JPN","Japan","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA
"JPN","Japan","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00122117996216,NA
"JPN","Japan","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.1,NA,NA
"KAZ","Kazakhstan","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.730136165,NA
"KAZ","Kazakhstan","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA
"KAZ","Kazakhstan","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.332
"KAZ","Kazakhstan","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KAZ","Kazakhstan","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,NA
"KAZ","Kazakhstan","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.387202448,NA
"KAZ","Kazakhstan","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KAZ","Kazakhstan","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.149787625,NA
"KAZ","Kazakhstan","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.805,NA,NA
"KAZ","Kazakhstan","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.42,NA
"KAZ","Kazakhstan","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
"KAZ","Kazakhstan","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA
"KAZ","Kazakhstan","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0202602336757187,NA,NA
"KAZ","Kazakhstan","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,NA,NA
"KAZ","Kazakhstan","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.08,NA
"KAZ","Kazakhstan","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.32999992,NA,NA,NA,NA
"KAZ","Kazakhstan","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0607126727700233,NA
"KAZ","Kazakhstan","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83965425464615,NA,NA
"KAZ","Kazakhstan","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.383689812,NA
"KAZ","Kazakhstan","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,NA
"KAZ","Kazakhstan","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212906036,NA
"KAZ","Kazakhstan","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.113363389,NA
"KAZ","Kazakhstan","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"KAZ","Kazakhstan","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77,NA,NA
"KAZ","Kazakhstan","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA
"KAZ","Kazakhstan","NEET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA
"KAZ","Kazakhstan","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29,NA
"KAZ","Kazakhstan","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.177
"KAZ","Kazakhstan","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,NA,NA
"KAZ","Kazakhstan","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764.195713861777,NA
"KAZ","Kazakhstan","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,NA
"KAZ","Kazakhstan","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0998564511537552,NA
"KAZ","Kazakhstan","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1795120239258,NA,NA
"KAZ","Kazakhstan","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.186195527,NA,NA
"KAZ","Kazakhstan","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2176,NA,NA,NA
"KAZ","Kazakhstan","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417186588048935,NA
"KAZ","Kazakhstan","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA
"KAZ","Kazakhstan","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22800016403198,NA
"KAZ","Kazakhstan","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KAZ","Kazakhstan","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39744,NA
"KAZ","Kazakhstan","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
"KAZ","Kazakhstan","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28884088993073,NA
"KAZ","Kazakhstan","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.1,NA,NA
"KEN","Kenya","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.351413515,NA
"KEN","Kenya","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
"KEN","Kenya","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.077
"KEN","Kenya","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0940291988363696,NA
"KEN","Kenya","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.4,NA,NA
"KEN","Kenya","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683823732,NA
"KEN","Kenya","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0603623406439237,NA
"KEN","Kenya","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83258627,NA
"KEN","Kenya","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.518,NA,NA
"KEN","Kenya","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.6,NA
"KEN","Kenya","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA
"KEN","Kenya","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA
"KEN","Kenya","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0209126151736738,NA,NA
"KEN","Kenya","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,NA
"KEN","Kenya","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.396,NA,NA
"KEN","Kenya","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA
"KEN","Kenya","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314097195863724,NA
"KEN","Kenya","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75023373353773,NA,NA
"KEN","Kenya","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1610682,NA
"KEN","Kenya","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.169,NA
"KEN","Kenya","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.634643,NA
"KEN","Kenya","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.804370081,NA
"KEN","Kenya","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,NA
"KEN","Kenya","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.1,NA,NA
"KEN","Kenya","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA
"KEN","Kenya","NEET",NA,NA,NA,23.9499998092651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEN","Kenya","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26,NA
"KEN","Kenya","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.437
"KEN","Kenya","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,NA,NA
"KEN","Kenya","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.461938980837,NA
"KEN","Kenya","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,NA
"KEN","Kenya","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300370424985886,NA
"KEN","Kenya","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.225269317627,NA,NA
"KEN","Kenya","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.291225156,NA,NA
"KEN","Kenya","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6122,NA,NA,NA
"KEN","Kenya","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530303478240967,NA
"KEN","Kenya","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA
"KEN","Kenya","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9980001449585,NA
"KEN","Kenya","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA
"KEN","Kenya","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23676,NA
"KEN","Kenya","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA
"KEN","Kenya","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147070869803429,NA
"KEN","Kenya","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.1,NA,NA
"KGZ","Kyrgyzstan","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.759489625,NA
"KGZ","Kyrgyzstan","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA
"KGZ","Kyrgyzstan","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.278
"KGZ","Kyrgyzstan","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KGZ","Kyrgyzstan","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.6,NA,NA
"KGZ","Kyrgyzstan","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.725598123,NA
"KGZ","Kyrgyzstan","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KGZ","Kyrgyzstan","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.053113775,NA
"KGZ","Kyrgyzstan","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.721,NA,NA
"KGZ","Kyrgyzstan","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.73,NA
"KGZ","Kyrgyzstan","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"KGZ","Kyrgyzstan","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA
"KGZ","Kyrgyzstan","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0208224334438978,NA,NA
"KGZ","Kyrgyzstan","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,NA
"KGZ","Kyrgyzstan","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.494,NA
"KGZ","Kyrgyzstan","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.81999969,NA,NA,NA
"KGZ","Kyrgyzstan","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898510694503784,NA
"KGZ","Kyrgyzstan","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11787785847788,NA,NA
"KGZ","Kyrgyzstan","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.895076747,NA
"KGZ","Kyrgyzstan","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.989,NA
"KGZ","Kyrgyzstan","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.407491109,NA
"KGZ","Kyrgyzstan","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.721505125,NA
"KGZ","Kyrgyzstan","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.1,NA,NA
"KGZ","Kyrgyzstan","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA
"KGZ","Kyrgyzstan","NEET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA
"KGZ","Kyrgyzstan","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28,NA
"KGZ","Kyrgyzstan","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5
"KGZ","Kyrgyzstan","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"KGZ","Kyrgyzstan","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.83540528496,NA
"KGZ","Kyrgyzstan","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA
"KGZ","Kyrgyzstan","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352723449468613,NA
"KGZ","Kyrgyzstan","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5740852355957,NA,NA
"KGZ","Kyrgyzstan","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.708405166,NA,NA
"KGZ","Kyrgyzstan","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3771,NA,NA,NA
"KGZ","Kyrgyzstan","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09529089927673,NA
"KGZ","Kyrgyzstan","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA
"KGZ","Kyrgyzstan","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68599987030029,NA
"KGZ","Kyrgyzstan","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"KGZ","Kyrgyzstan","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48954,NA
"KGZ","Kyrgyzstan","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA
"KGZ","Kyrgyzstan","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489857703447342,NA
"KGZ","Kyrgyzstan","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.4,NA,NA
"KHM","Cambodia","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.335582429,NA
"KHM","Cambodia","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA
"KHM","Cambodia","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.191
"KHM","Cambodia","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KHM","Cambodia","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.33333333,NA,NA
"KHM","Cambodia","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33720563,NA
"KHM","Cambodia","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KHM","Cambodia","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.266804481,NA
"KHM","Cambodia","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.459,NA,NA
"KHM","Cambodia","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.8,NA
"KHM","Cambodia","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA
"KHM","Cambodia","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"KHM","Cambodia","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0435905850362346,NA,NA
"KHM","Cambodia","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479,NA,NA
"KHM","Cambodia","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.962,NA,NA,NA
"KHM","Cambodia","GINI Coefficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76000023,NA,NA,NA,NA,NA
"KHM","Cambodia","Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694623529911041,NA
"KHM","Cambodia","Homicide Rate",NA,NA,NA,NA,NA,NA,NA,NA,1.83648449174504,NA,NA,NA,NA,NA,NA
"KHM","Cambodia","Horizontal inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.041514976,NA
"KHM","Cambodia","Impact of Terrorism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA
"KHM","Cambodia","Judicial Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138749187,NA
"KHM","Cambodia","Legislative Constraints on Executive Power",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.152591891,NA
"KHM","Cambodia","Level of Violent Criminal Activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,NA
"KHM","Cambodia","Males in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.7,NA,NA
"KHM","Cambodia","Natural Disasters Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA
"KHM","Cambodia","NEET",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA
"KHM","Cambodia","Perception of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21,NA
"KHM","Cambodia","Police Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.11
"KHM","Cambodia","Political Terror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,NA,NA
"KHM","Cambodia","Prevalence of Infectious Disease (deaths per 100,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721.817848162614,NA
"KHM","Cambodia","Regime Persistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA
"KHM","Cambodia","Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46537920832634,NA
"KHM","Cambodia","Remoteness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.534782409668,NA,NA
"KHM","Cambodia","Resource Rent Dependence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.028656627,NA,NA
"KHM","Cambodia","Restricted Gender Physical integrity Value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2601,NA,NA,NA
"KHM","Cambodia","Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09599196910858,NA
"KHM","Cambodia","Socio-Economic Vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
"KHM","Cambodia","Unemployment Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264999985694885,NA
"KHM","Cambodia","Uprooted people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KHM","Cambodia","Urbanisation Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63038,NA
"KHM","Cambodia","Violent Conflict Risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"KHM","Cambodia","Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1429728269577,NA
"KHM","Cambodia","Women in Labour Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.5,NA,NA
"KOR","Republic of Korea","Access to justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.935478552,NA
"KOR","Republic of Korea","Aid Dependency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KOR","Republic of Korea","Armed Security Officers per 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.897
"KOR","Republic of Korea","Battle Related Deaths Per Capita (log)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KOR","Republic of Korea","Control over territory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.83333333,NA,NA,NA
"KOR","Republic of Korea","Core civil society index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.756207482,NA
"KOR","Republic of Korea","Deaths by non-state actors per capita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"KOR","Republic of Korea","Decentralised Elections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.985051844,NA
"KOR","Republic of Korea","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.867,NA,NA
"KOR","Republic of Korea","Environmental Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.85,NA
"KOR","Republic of Korea","Food Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
"KOR","Republic of Korea","Formal Alliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA
"KOR","Republic of Korea","GDP Growth Rate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0182119655796109,NA,NA
"KOR","Republic of Korea","Gender Inequality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,NA,NA
"KOR","Republic of Korea","General government gross debt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.55,NA,NA
