"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","NEET","15_29_MEN","PC_AGE","A","2006",12.806941,
"HUN","NEET","15_29_MEN","PC_AGE","A","2007",11.314613,
"HUN","NEET","15_29_MEN","PC_AGE","A","2008",11.853448,
"HUN","NEET","15_29_MEN","PC_AGE","A","2009",14.25385,
"HUN","NEET","15_29_MEN","PC_AGE","A","2010",16.4923,
"HUN","NEET","15_29_MEN","PC_AGE","A","2011",15.477332,
"HUN","NEET","15_29_MEN","PC_AGE","A","2012",15.276824,
"HUN","NEET","15_29_MEN","PC_AGE","A","2013",17.631403,
"HUN","NEET","15_29_MEN","PC_AGE","A","2014",12.740422,
"HUN","NEET","15_29_MEN","PC_AGE","A","2015",12.103756,
"HUN","NEET","15_29_MEN","PC_AGE","A","2016",11.254341,
"HUN","NEET","15_29_MEN","PC_AGE","A","2017",9.6961403,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","1997",8.0160236,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","1998",11.143312,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","1999",11.342768,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2000",8.6393614,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2001",7.8038588,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2002",7.7803721,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2003",6.9475718,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2004",5.8290811,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2005",6.5064492,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2006",5.6247139,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2007",4.6607609,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2008",5.37995,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2009",5.9085317,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2010",4.6456218,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2011",4.6996956,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2012",5.0674791,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2013",6.1218162,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2014",7.23457,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2015",6.5601516,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2016",5.2913198,
"HUN","NEET","15_19_WOMEN","PC_AGE","A","2017",5.6109934,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","1997",34.398655,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","1998",32.462502,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","1999",27.752352,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2000",25.736702,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2001",24.209892,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2002",23.526833,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2003",22.09169,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2004",21.816486,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2005",22.099356,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2006",21.088114,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2007",19.410307,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2008",20.973164,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2009",21.894306,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2010",21.903721,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2011",23.980652,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2012",23.492897,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2013",27.993685,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2014",24.146204,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2015",19.578913,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2016",20.264439,
"HUN","NEET","20_24_WOMEN","PC_AGE","A","2017",19.658815,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","1997",30.281176,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","1998",29.98028,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","1999",27.804031,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2000",25.647896,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2001",24.045898,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2002",24.462223,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2003",23.573856,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2004",22.20974,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2005",22.750181,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2006",21.377028,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2007",20.00639,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2008",20.780649,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2009",21.306501,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2010",21.408007,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2011",21.667858,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2012",22.577391,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2013",23.405273,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2014",22.399725,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2015",19.856724,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2016",19.294029,
"HUN","NEET","15_29_WOMEN","PC_AGE","A","2017",18.559004,
"ISL","NEET","15_19_MEN","PC_AGE","A","2003",13.290477,
"ISL","NEET","15_19_MEN","PC_AGE","A","2004",3.5788877,
"ISL","NEET","15_19_MEN","PC_AGE","A","2005",3.4420087,
"ISL","NEET","15_19_MEN","PC_AGE","A","2006",4.927938,
"ISL","NEET","15_19_MEN","PC_AGE","A","2007",4.2472978,
"ISL","NEET","15_19_MEN","PC_AGE","A","2008",4.9431567,
"ISL","NEET","15_19_MEN","PC_AGE","A","2009",8.0914755,
"ISL","NEET","15_19_MEN","PC_AGE","A","2010",7.567102,
"ISL","NEET","15_19_MEN","PC_AGE","A","2011",8.928688,
"ISL","NEET","15_19_MEN","PC_AGE","A","2012",9.6991358,
"ISL","NEET","15_19_MEN","PC_AGE","A","2013",8.0922337,
"ISL","NEET","15_19_MEN","PC_AGE","A","2014",5.7791986,
"ISL","NEET","15_19_MEN","PC_AGE","A","2015",4.8237133,
"ISL","NEET","15_19_MEN","PC_AGE","A","2016",3.2768795,
"ISL","NEET","15_19_MEN","PC_AGE","A","2017",2.9954846,
"ISL","NEET","20_24_MEN","PC_AGE","A","2003",10.194267,
"ISL","NEET","20_24_MEN","PC_AGE","A","2004",6.2226539,
"ISL","NEET","20_24_MEN","PC_AGE","A","2005",6.2912383,
"ISL","NEET","20_24_MEN","PC_AGE","A","2006",3.5301781,
"ISL","NEET","20_24_MEN","PC_AGE","A","2007",3.2301335,
"ISL","NEET","20_24_MEN","PC_AGE","A","2008",4.6962729,
"ISL","NEET","20_24_MEN","PC_AGE","A","2009",14.634761,
"ISL","NEET","20_24_MEN","PC_AGE","A","2010",11.775781,
"ISL","NEET","20_24_MEN","PC_AGE","A","2011",11.496084,
"ISL","NEET","20_24_MEN","PC_AGE","A","2012",9.7843943,
"ISL","NEET","20_24_MEN","PC_AGE","A","2013",9.39713,
"ISL","NEET","20_24_MEN","PC_AGE","A","2014",10.131401,
"ISL","NEET","20_24_MEN","PC_AGE","A","2015",7.529314,
"ISL","NEET","20_24_MEN","PC_AGE","A","2016",5.8687205,
"ISL","NEET","20_24_MEN","PC_AGE","A","2017",5.6694207,
"ISL","NEET","15_29_MEN","PC_AGE","A","2003",10.725098,
"ISL","NEET","15_29_MEN","PC_AGE","A","2004",5.1842403,
"ISL","NEET","15_29_MEN","PC_AGE","A","2005",4.5404611,
"ISL","NEET","15_29_MEN","PC_AGE","A","2006",3.6626647,
"ISL","NEET","15_29_MEN","PC_AGE","A","2007",3.5548515,
"ISL","NEET","15_29_MEN","PC_AGE","A","2008",4.4261832,
"ISL","NEET","15_29_MEN","PC_AGE","A","2009",12.08283,
"ISL","NEET","15_29_MEN","PC_AGE","A","2010",10.753211,
"ISL","NEET","15_29_MEN","PC_AGE","A","2011",9.9119892,
"ISL","NEET","15_29_MEN","PC_AGE","A","2012",10.019532,
"ISL","NEET","15_29_MEN","PC_AGE","A","2013",8.2176771,
"ISL","NEET","15_29_MEN","PC_AGE","A","2014",9.1523609,
"ISL","NEET","15_29_MEN","PC_AGE","A","2015",6.2082367,
"ISL","NEET","15_29_MEN","PC_AGE","A","2016",4.5261011,
"ISL","NEET","15_29_MEN","PC_AGE","A","2017",4.0020876,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2003",10.702649,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2004",4.688323,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2005",2.8020172,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2006",3.7373812,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2007",3.3861895,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2008",4.0352502,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2009",6.5385985,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2010",4.7393451,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2011",4.4796472,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2012",4.4241796,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2013",3.7536442,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2014",5.1460276,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2015",2.1963851,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2016",3.0173995,
"ISL","NEET","15_19_WOMEN","PC_AGE","A","2017",3.9607091,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2003",12.21498,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2004",9.2313042,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2005",6.999249,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2006",7.3744926,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2007",6.8836417,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2008",5.7455301,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2009",8.1567326,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2010",12.558757,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2011",10.520164,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2012",10.150845,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2013",7.8795271,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2014",8.6968527,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2015",5.7391052,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2016",6.2075739,
"ISL","NEET","20_24_WOMEN","PC_AGE","A","2017",5.4430337,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2003",11.471267,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2004",8.2046852,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2005",6.4440546,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2006",6.6027551,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2007",5.8243599,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2008",6.8186469,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2009",10.220911,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2010",12.018072,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2011",9.5904999,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2012",8.9419384,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2013",7.8898129,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2014",8.5052443,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2015",6.0933552,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2016",6.1410556,
"ISL","NEET","15_29_WOMEN","PC_AGE","A","2017",5.8828535,
"IRL","NEET","15_19_MEN","PC_AGE","A","1999",5.0336218,
"IRL","NEET","15_19_MEN","PC_AGE","A","2000",4.4675341,
"IRL","NEET","15_19_MEN","PC_AGE","A","2001",4.3110352,
"IRL","NEET","15_19_MEN","PC_AGE","A","2002",5.2015085,
"IRL","NEET","15_19_MEN","PC_AGE","A","2003",5.4487715,
"IRL","NEET","15_19_MEN","PC_AGE","A","2004",5.2018466,
"IRL","NEET","15_19_MEN","PC_AGE","A","2005",4.8802142,
"IRL","NEET","15_19_MEN","PC_AGE","A","2006",5.3136458,
"IRL","NEET","15_19_MEN","PC_AGE","A","2007",5.7484231,
"IRL","NEET","15_19_MEN","PC_AGE","A","2008",8.8353939,
"IRL","NEET","15_19_MEN","PC_AGE","A","2009",12.062114,
"IRL","NEET","15_19_MEN","PC_AGE","A","2010",11.074804,
"IRL","NEET","15_19_MEN","PC_AGE","A","2011",10.918573,
"IRL","NEET","15_19_MEN","PC_AGE","A","2012",9.8217316,
"IRL","NEET","15_19_MEN","PC_AGE","A","2013",10.801945,
"IRL","NEET","15_19_MEN","PC_AGE","A","2014",8.7712336,
"IRL","NEET","15_19_MEN","PC_AGE","A","2015",9.1610403,
"IRL","NEET","15_19_MEN","PC_AGE","A","2017",9.1362772,
"IRL","NEET","20_24_MEN","PC_AGE","A","1999",8.9166403,
"IRL","NEET","20_24_MEN","PC_AGE","A","2000",6.6606503,
"IRL","NEET","20_24_MEN","PC_AGE","A","2001",6.6661124,
"IRL","NEET","20_24_MEN","PC_AGE","A","2002",9.2212572,
"IRL","NEET","20_24_MEN","PC_AGE","A","2003",9.2231321,
"IRL","NEET","20_24_MEN","PC_AGE","A","2004",8.6648674,
"IRL","NEET","20_24_MEN","PC_AGE","A","2005",10.119604,
"IRL","NEET","20_24_MEN","PC_AGE","A","2006",9.8077869,
"IRL","NEET","20_24_MEN","PC_AGE","A","2007",10.029148,
"IRL","NEET","20_24_MEN","PC_AGE","A","2008",13.40272,
"IRL","NEET","20_24_MEN","PC_AGE","A","2009",23.312923,
"IRL","NEET","20_24_MEN","PC_AGE","A","2010",28.824965,
"IRL","NEET","20_24_MEN","PC_AGE","A","2011",27.13973,
"IRL","NEET","20_24_MEN","PC_AGE","A","2012",28.944084,
"IRL","NEET","20_24_MEN","PC_AGE","A","2013",23.388422,
"IRL","NEET","20_24_MEN","PC_AGE","A","2014",20.570272,
"IRL","NEET","20_24_MEN","PC_AGE","A","2015",20.07918,
"IRL","NEET","20_24_MEN","PC_AGE","A","2017",14.924949,
"IRL","NEET","15_29_MEN","PC_AGE","A","1999",7.5536113,
"IRL","NEET","15_29_MEN","PC_AGE","A","2000",6.5152712,
"IRL","NEET","15_29_MEN","PC_AGE","A","2001",6.2348876,
"IRL","NEET","15_29_MEN","PC_AGE","A","2002",8.2620049,
"IRL","NEET","15_29_MEN","PC_AGE","A","2003",8.5054674,
"IRL","NEET","15_29_MEN","PC_AGE","A","2004",7.9980159,
"IRL","NEET","15_29_MEN","PC_AGE","A","2005",7.9837708,
"IRL","NEET","15_29_MEN","PC_AGE","A","2006",8.2553377,
"IRL","NEET","15_29_MEN","PC_AGE","A","2007",8.5537577,
"IRL","NEET","15_29_MEN","PC_AGE","A","2008",11.406027,
"IRL","NEET","15_29_MEN","PC_AGE","A","2009",19.308939,
"IRL","NEET","15_29_MEN","PC_AGE","A","2010",22.138508,
"IRL","NEET","15_29_MEN","PC_AGE","A","2011",22.875891,
"IRL","NEET","15_29_MEN","PC_AGE","A","2012",21.748468,
"IRL","NEET","15_29_MEN","PC_AGE","A","2013",19.182693,
"IRL","NEET","15_29_MEN","PC_AGE","A","2014",17.240145,
"IRL","NEET","15_29_MEN","PC_AGE","A","2015",15.560525,
"IRL","NEET","15_29_MEN","PC_AGE","A","2017",12.196678,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","1999",5.4558964,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2000",4.2828898,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2001",3.9441664,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2002",4.5339704,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2003",5.0983658,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2004",4.6164408,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2005",4.0306954,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2006",4.6934328,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2007",4.4319282,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2008",8.1263046,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2009",9.9045868,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2010",9.1843529,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2011",7.86906,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2012",9.4347429,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2013",10.420442,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2014",9.4967012,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2015",6.7462626,
"IRL","NEET","15_19_WOMEN","PC_AGE","A","2017",7.5461016,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","1999",12.790534,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2000",12.678828,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2001",11.948112,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2002",12.678561,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2003",13.809336,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2004",14.596971,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2005",14.405479,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2006",13.755814,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2007",14.236107,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2008",15.737975,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2009",18.468483,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2010",23.41272,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2011",24.972349,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2012",22.433069,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2013",20.642323,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2014",21.772705,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2015",19.572769,
"IRL","NEET","20_24_WOMEN","PC_AGE","A","2017",13.881536,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","1999",12.405175,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2000",11.499207,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2001",11.746109,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2002",12.367224,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2003",13.107777,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2004",13.476957,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2005",13.033101,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2006",12.604981,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2007",12.984101,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2008",14.198217,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2009",17.852224,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2010",19.465517,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2011",20.979012,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2012",20.435951,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2013",19.302244,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2014",18.840288,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2015",16.845562,
"IRL","NEET","15_29_WOMEN","PC_AGE","A","2017",14.033002,
"ITA","NEET","15_19_MEN","PC_AGE","A","1998",14.466601,
"ITA","NEET","15_19_MEN","PC_AGE","A","1999",14.032657,
"ITA","NEET","15_19_MEN","PC_AGE","A","2000",12.20367,
"ITA","NEET","15_19_MEN","PC_AGE","A","2001",12.130883,
"ITA","NEET","15_19_MEN","PC_AGE","A","2002",10.766152,
"ITA","NEET","15_19_MEN","PC_AGE","A","2004",11.124185,
"ITA","NEET","15_19_MEN","PC_AGE","A","2005",10.938807,
"ITA","NEET","15_19_MEN","PC_AGE","A","2006",12.182072,
"ITA","NEET","15_19_MEN","PC_AGE","A","2007",10.576158,
"ITA","NEET","15_19_MEN","PC_AGE","A","2008",9.475769,
"ITA","NEET","15_19_MEN","PC_AGE","A","2009",11.941021,
"ITA","NEET","15_19_MEN","PC_AGE","A","2010",12.912589,
"ITA","NEET","15_19_MEN","PC_AGE","A","2011",11.411423,
"ITA","NEET","15_19_MEN","PC_AGE","A","2012",12.962565,
"ITA","NEET","15_19_MEN","PC_AGE","A","2013",11.900298,
"ITA","NEET","15_19_MEN","PC_AGE","A","2014",12.432879,
"ITA","NEET","15_19_MEN","PC_AGE","A","2015",12.262873,
"ITA","NEET","15_19_MEN","PC_AGE","A","2016",10.074374,
"ITA","NEET","15_19_MEN","PC_AGE","A","2017",10.497981,
"ITA","NEET","20_24_MEN","PC_AGE","A","1998",28.245886,
"ITA","NEET","20_24_MEN","PC_AGE","A","1999",27.408918,
"ITA","NEET","20_24_MEN","PC_AGE","A","2000",25.967981,
"ITA","NEET","20_24_MEN","PC_AGE","A","2001",24.419384,
"ITA","NEET","20_24_MEN","PC_AGE","A","2002",21.803474,
"ITA","NEET","20_24_MEN","PC_AGE","A","2004",22.204838,
"ITA","NEET","20_24_MEN","PC_AGE","A","2005",22.419617,
"ITA","NEET","20_24_MEN","PC_AGE","A","2006",20.186361,
"ITA","NEET","20_24_MEN","PC_AGE","A","2007",20.858282,
"ITA","NEET","20_24_MEN","PC_AGE","A","2008",19.404932,
"ITA","NEET","20_24_MEN","PC_AGE","A","2009",22.507284,
"ITA","NEET","20_24_MEN","PC_AGE","A","2010",26.669828,
"ITA","NEET","20_24_MEN","PC_AGE","A","2011",27.096222,
"ITA","NEET","20_24_MEN","PC_AGE","A","2012",31.117392,
"ITA","NEET","20_24_MEN","PC_AGE","A","2013",33.944294,
"ITA","NEET","20_24_MEN","PC_AGE","A","2014",34.731358,
"ITA","NEET","20_24_MEN","PC_AGE","A","2015",33.883247,
"ITA","NEET","20_24_MEN","PC_AGE","A","2016",32.924469,
"ITA","NEET","20_24_MEN","PC_AGE","A","2017",30.669266,
"ITA","NEET","15_29_MEN","PC_AGE","A","1998",21.061138,
"ITA","NEET","15_29_MEN","PC_AGE","A","1999",20.363594,
"ITA","NEET","15_29_MEN","PC_AGE","A","2000",18.95405,
"ITA","NEET","15_29_MEN","PC_AGE","A","2001",17.971107,
"ITA","NEET","15_29_MEN","PC_AGE","A","2002",16.307465,
"ITA","NEET","15_29_MEN","PC_AGE","A","2004",17.064009,
"ITA","NEET","15_29_MEN","PC_AGE","A","2005",17.148844,
"ITA","NEET","15_29_MEN","PC_AGE","A","2006",16.535662,
"ITA","NEET","15_29_MEN","PC_AGE","A","2007",16.755741,
"ITA","NEET","15_29_MEN","PC_AGE","A","2008",15.508717,
"ITA","NEET","15_29_MEN","PC_AGE","A","2009",17.92234,
"ITA","NEET","15_29_MEN","PC_AGE","A","2010",19.958862,
"ITA","NEET","15_29_MEN","PC_AGE","A","2011",20.260712,
"ITA","NEET","15_29_MEN","PC_AGE","A","2012",22.576872,
"ITA","NEET","15_29_MEN","PC_AGE","A","2013",24.26836,
"ITA","NEET","15_29_MEN","PC_AGE","A","2014",26.66975,
"ITA","NEET","15_29_MEN","PC_AGE","A","2015",26.345005,
"ITA","NEET","15_29_MEN","PC_AGE","A","2016",24.581005,
"ITA","NEET","15_29_MEN","PC_AGE","A","2017",23.380524,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","1998",15.87606,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","1999",15.558152,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2000",14.109428,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2001",13.03103,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2002",10.27632,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2004",10.9015,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2005",11.382751,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2006",11.380062,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2007",9.7387819,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2008",9.705925,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2009",10.449239,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2010",12.001956,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2011",11.361415,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2012",10.881942,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2013",10.136307,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2014",9.8675146,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2015",10.526316,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2016",8.579668,
"ITA","NEET","15_19_WOMEN","PC_AGE","A","2017",9.784173,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","1998",32.06757,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","1999",32.351299,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2000",29.010494,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2001",27.836323,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2002",26.758276,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2004",25.116709,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2005",25.790903,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2006",25.548113,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2007",24.357111,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2008",24.712418,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2009",27.079994,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2010",27.553032,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2011",29.71529,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2012",31.984463,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2013",33.534683,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2014",35.185776,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2015",33.81963,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2016",31.504065,
"ITA","NEET","20_24_WOMEN","PC_AGE","A","2017",29.448277,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","1998",30.456491,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","1999",30.459007,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2000",27.754436,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2001",26.452375,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2002",25.146374,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2004",24.093891,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2005",25.095194,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2006",23.742392,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2007",23.400692,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2008",22.904097,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2009",24.512722,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2010",26.104715,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2011",26.150047,
"ITA","NEET","15_29_WOMEN","PC_AGE","A","2012",26.7318,
