ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2017,19.99,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2017,20.23,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2017,19.73,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2018,19.19,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2018,19.02,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2018,19.36,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Total,2019,18.05,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Male,2019,18.18,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Italy,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",ITA - LFS - EU Labour Force Survey,Sex: Female,2019,17.91,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2009,4.36,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2009,2.69,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2009,6.12,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2010,4.29,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2010,2.59,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2010,5.92,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2012,4.21,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2012,2.84,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2012,5.64,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2013,3.91,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2013,2.7,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2013,5.18,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2014,3.69,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2014,2.4,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2014,5.04,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2015,3.61,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2015,2.55,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2015,4.71,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2016,3.52,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2016,2.55,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2016,4.55,,,Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2017,3.27,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2017,2.39,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2017,4.38,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2018,2.94,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2018,2.23,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2018,3.54,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Total,2019,3.11,,,Employment definition: Excluding own-use production workers
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Male,2019,2.7,,,Employment definition: Excluding own-use production workers
Japan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",JPN - LFS - Labour force survey,Sex: Female,2019,3.71,,,Employment definition: Excluding own-use production workers
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2001,18.602460169,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2002,14.878818138,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2003,13.533138081,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2004,13.243521477,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2005,12.812844567,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2006,12.502027318,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2007,10.731672533,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2008,9.7101025011,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2009,9.5460436376,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2010,8.1979121059,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2011,7.8001616622,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2012,8.0262017941,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2013,8.0214313186,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2014,8.7633820777,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2015,8.4640948849,,,Age coverage - maximum age: 28 years old
Kazakhstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KAZ - LFS - Sample Survey of Employment,Sex: Total,2016,9.4912109408,,,Age coverage - maximum age: 28 years old
Kenya,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KEN - HIES - Household budget survey,Sex: Total,2006,22.6959,,,Repository: ILO-STATISTICS - Micro data processing
Kenya,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KEN - HIES - Household budget survey,Sex: Male,2006,15.3573,,,Repository: ILO-STATISTICS - Micro data processing
Kenya,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KEN - HIES - Household budget survey,Sex: Female,2006,29.9752,,,Repository: ILO-STATISTICS - Micro data processing
Kenya,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KEN - HIES - Household budget survey,Sex: Total,2016,13.7311,,,Repository: ILO-STATISTICS - Micro data processing
Kenya,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KEN - HIES - Household budget survey,Sex: Male,2016,9.1959,,,Repository: ILO-STATISTICS - Micro data processing
Kenya,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KEN - HIES - Household budget survey,Sex: Female,2016,18.241,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2009,17.8,,,
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2009,12.24,,,
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2009,23.45,,,
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2010,18.46,,,
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2010,11.55,,,
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2010,25.49,,,
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2011,60.54,,,Age coverage - maximum age: 29 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2011,44.77,,,Age coverage - maximum age: 29 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2011,76.59,,,Age coverage - maximum age: 29 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2012,62.46,,,Age coverage - maximum age: 29 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2012,46.17,,,Age coverage - maximum age: 29 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2012,79.11,,,Age coverage - maximum age: 29 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2013,21.23,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2013,13.17,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2013,29.54,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2014,20.72,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2014,12.53,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2014,29.18,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2015,21.42,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2015,13.64,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2015,29.49,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2016,20.4,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2016,12.09,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2016,29.02,,,Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2017,21.02,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2017,12.32,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2017,30.06,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 24 years old
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2018,20.5388,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2018,11.9929,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2018,29.4161,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Total,2000,10.3419,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Male,2000,7.0453,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Female,2000,13.4731,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Total,2001,6.1334,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Male,2001,3.9265,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Female,2001,8.2686,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Total,2009,7.13,,,
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Male,2009,3.67,,,
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Female,2009,10.7,,,
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Total,2012,12.7176,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Male,2012,10.263,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - LFS - Labour force survey,Sex: Female,2012,15.1943,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2007,0.3501,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Male,2007,0.261,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Female,2007,0.4362,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2008,0.1326,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Male,2008,0.1326,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2010,0.2229,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Male,2010,0.1516,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Female,2010,0.2975,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2011,0.2184,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Male,2011,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Female,2011,0.355,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2013,0.2048,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Male,2013,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Female,2013,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2014,0.0626,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Male,2014,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Female,2014,0.0977,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2015,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Female,2015,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Female,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Total,2017,6.0904,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Male,2017,3.0584,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KHM - HIES - Household Socio-Economic Survey,Sex: Female,2017,9.2878,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,"SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training (%)",KIR - PC - Population Census,Sex: Total,2015,46.8903,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
