"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","CAN","Canada","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.8,,
"ALL","All regions","CAN","Canada","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",1.9,,
"EUR","Europe","CZE","Czech Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","CZE","Czech Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"EUR","Europe","CZE","Czech Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21,,
"ALL","All regions","CZE","Czech Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CZE","Czech Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"ALL","All regions","CZE","Czech Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21,,
"EUR","Europe","DNK","Denmark","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"EUR","Europe","DNK","Denmark","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",0,,
"EUR","Europe","DNK","Denmark","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",32,,
"ALL","All regions","DNK","Denmark","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","DNK","Denmark","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",0,,
"ALL","All regions","DNK","Denmark","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",32,,
"EUR","Europe","FIN","Finland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","FIN","Finland","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11.2,,
"EUR","Europe","FIN","Finland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",30,,
"ALL","All regions","FIN","Finland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","FIN","Finland","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11.2,,
"ALL","All regions","FIN","Finland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",30,,
"EUR","Europe","FRA","France","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","FRA","France","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",6.6,,
"EUR","Europe","FRA","France","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",26,,
"ALL","All regions","FRA","France","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","FRA","France","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",6.6,,
"ALL","All regions","FRA","France","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",26,,
"EUR","Europe","DEU","Germany","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","DEU","Germany","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",19.6,,
"EUR","Europe","DEU","Germany","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22,,
"ALL","All regions","DEU","Germany","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","DEU","Germany","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",19.6,,
"ALL","All regions","DEU","Germany","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22,,
"EUR","Europe","GRC","Greece","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","GRC","Greece","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"EUR","Europe","GRC","Greece","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19,,
"ALL","All regions","GRC","Greece","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GRC","Greece","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"ALL","All regions","GRC","Greece","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19,,
"EUR","Europe","HUN","Hungary","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","HUN","Hungary","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",8.7,,
"EUR","Europe","HUN","Hungary","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21,,
"ALL","All regions","HUN","Hungary","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","HUN","Hungary","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",8.7,,
"ALL","All regions","HUN","Hungary","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",21,,
"EUR","Europe","ISL","Iceland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","ISL","Iceland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22.4,,
"ALL","All regions","ISL","Iceland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ISL","Iceland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22.4,,
"EUR","Europe","IRL","Ireland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","IRL","Ireland","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",1,,
"EUR","Europe","IRL","Ireland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15,,
"ALL","All regions","IRL","Ireland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","IRL","Ireland","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",1,,
"ALL","All regions","IRL","Ireland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15,,
"EUR","Europe","ITA","Italy","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","ITA","Italy","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5.3,,
"EUR","Europe","ITA","Italy","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19,,
"ALL","All regions","ITA","Italy","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ITA","Italy","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5.3,,
"ALL","All regions","ITA","Italy","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19,,
"ASI","Asia","JPN","Japan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","JPN","Japan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",8.9,,
"ASI","Asia","JPN","Japan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15.4,,
"ALL","All regions","JPN","Japan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JPN","Japan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",8.9,,
"ALL","All regions","JPN","Japan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15.4,,
"ASI","Asia","KOR","Korea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","KOR","Korea","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",18.4,,
"ASI","Asia","KOR","Korea","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"ALL","All regions","KOR","Korea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","KOR","Korea","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",18.4,,
"ALL","All regions","KOR","Korea","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"EUR","Europe","LUX","Luxembourg","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","LUX","Luxembourg","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"EUR","Europe","LUX","Luxembourg","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22,,
"ALL","All regions","LUX","Luxembourg","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LUX","Luxembourg","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"ALL","All regions","LUX","Luxembourg","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22,,
"AME","Americas","MEX","Mexico","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AME","Americas","MEX","Mexico","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5,,
"AME","Americas","MEX","Mexico","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",14.1,,
"ALL","All regions","MEX","Mexico","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","MEX","Mexico","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5,,
"ALL","All regions","MEX","Mexico","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",14.1,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",6.4,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",6.4,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.7,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",35,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.7,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",35,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",9.9,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",27,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",9.9,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",27,,
"EUR","Europe","POL","Poland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","POL","Poland","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.9,,
"EUR","Europe","POL","Poland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ALL","All regions","POL","Poland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","POL","Poland","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.9,,
"ALL","All regions","POL","Poland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",9.6,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",9.6,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.2,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.2,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",15.2,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",9.8,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",15.2,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",9.8,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",13.3,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",38,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",13.3,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",38,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.2,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",29,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.2,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",29,,
"AME","Americas","USA","United States","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AME","Americas","USA","United States","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11,,
"AME","Americas","USA","United States","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",35.6,,
"ALL","All regions","USA","United States","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","USA","United States","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11,,
"ALL","All regions","USA","United States","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",35.6,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",80.2,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",60.8,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",80.2,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",60.8,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",29.8,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24.6,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",29.8,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24.6,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",48.2,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",48.2,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",25.2,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",34.8,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",25.2,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",34.8,,
"AME","Americas","ATG","Antigua and Barbuda","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ATG","Antigua and Barbuda","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","ARG","Argentina","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","ARG","Argentina","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11.6,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11.6,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.1,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",8.2,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.1,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",8.2,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",28,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13.5,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",28,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13.5,,
"AME","Americas","BHS","Bahamas","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","BHS","Bahamas","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","BHR","Bahrain","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BHR","Bahrain","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",28.3,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",53.3,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",28.3,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",53.3,,
"AME","Americas","BRB","Barbados","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","BRB","Barbados","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",3.3,,
"ALL","All regions","BRB","Barbados","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BRB","Barbados","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",3.3,,
"EUR","Europe","BLR","Belarus","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","BLR","Belarus","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",4.1,,
"EUR","Europe","BLR","Belarus","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ALL","All regions","BLR","Belarus","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BLR","Belarus","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",4.1,,
"ALL","All regions","BLR","Belarus","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"AME","Americas","BLZ","Belize","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","BLZ","Belize","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5.2,,
"ALL","All regions","BLZ","Belize","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BLZ","Belize","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5.2,,
"AFR","Africa","BEN","Benin","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","BEN","Benin","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",36,,
"AFR","Africa","BEN","Benin","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",68.6,,
"ALL","All regions","BEN","Benin","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","BEN","Benin","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",36,,
"ALL","All regions","BEN","Benin","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",68.6,,
"ASI","Asia","BTN","Bhutan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","BTN","Bhutan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",68.4,,
"ASI","Asia","BTN","Bhutan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",26.5,,
"ALL","All regions","BTN","Bhutan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","BTN","Bhutan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",68.4,,
"ALL","All regions","BTN","Bhutan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",26.5,,
"AME","Americas","BOL","Bolivia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","BOL","Bolivia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",16.1,,
"AME","Americas","BOL","Bolivia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"ALL","All regions","BOL","Bolivia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BOL","Bolivia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",16.1,,
"ALL","All regions","BOL","Bolivia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"EUR","Europe","BIH","Bosnia and Herzegovina","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"EUR","Europe","BIH","Bosnia and Herzegovina","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",4.8,,
"EUR","Europe","BIH","Bosnia and Herzegovina","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13.1,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",4.8,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13.1,,
"AFR","Africa","BWA","Botswana","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BWA","Botswana","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","BRA","Brazil","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","BRA","Brazil","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",8.5,,
"AME","Americas","BRA","Brazil","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",33.5,,
"ALL","All regions","BRA","Brazil","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BRA","Brazil","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",8.5,,
"ALL","All regions","BRA","Brazil","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",33.5,,
